Train on 60000 samples, validate on 10000 samples
44544/60000 [=====================>........] - ETA: 6s - loss: 0.1048
44672/60000 [=====================>........] - ETA: 6s - loss: 0.1048
44800/60000 [=====================>........] - ETA: 6s - loss: 0.1048
44928/60000 [=====================>........] - ETA: 6s - loss: 0.1048
45056/60000 [=====================>........] - ETA: 6s - loss: 0.1048
45184/60000 [=====================>........] - ETA: 6s - loss: 0.1048
45312/60000 [=====================>........] - ETA: 6s - loss: 0.1048
45440/60000 [=====================>........] - ETA: 6s - loss: 0.1048
45568/60000 [=====================>........] - ETA: 6s - loss: 0.1047
45696/60000 [=====================>........] - ETA: 6s - loss: 0.1047
45824/60000 [=====================>........] - ETA: 5s - loss: 0.1047
45952/60000 [=====================>........] - ETA: 5s - loss: 0.1047
46080/60000 [======================>.......] - ETA: 5s - loss: 0.1047
46208/60000 [======================>.......] - ETA: 5s - loss: 0.1047
46336/60000 [======================>.......] - ETA: 5s - loss: 0.1047
46464/60000 [======================>.......] - ETA: 5s - loss: 0.1047
46592/60000 [======================>.......] - ETA: 5s - loss: 0.1047
46720/60000 [======================>.......] - ETA: 5s - loss: 0.1047
46848/60000 [======================>.......] - ETA: 5s - loss: 0.1048
46976/60000 [======================>.......] - ETA: 5s - loss: 0.1048
47104/60000 [======================>.......] - ETA: 5s - loss: 0.1048
47232/60000 [======================>.......] - ETA: 5s - loss: 0.1048
47360/60000 [======================>.......] - ETA: 5s - loss: 0.1048
47488/60000 [======================>.......] - ETA: 5s - loss: 0.1048
47616/60000 [======================>.......] - ETA: 5s - loss: 0.1048
47744/60000 [======================>.......] - ETA: 5s - loss: 0.1049
47872/60000 [======================>.......] - ETA: 5s - loss: 0.1049
48000/60000 [=======================>......] - ETA: 5s - loss: 0.1049
48128/60000 [=======================>......] - ETA: 5s - loss: 0.1049
48256/60000 [=======================>......] - ETA: 4s - loss: 0.1049
48384/60000 [=======================>......] - ETA: 4s - loss: 0.1049
48512/60000 [=======================>......] - ETA: 4s - loss: 0.1049
48640/60000 [=======================>......] - ETA: 4s - loss: 0.1049
48768/60000 [=======================>......] - ETA: 4s - loss: 0.1049
48896/60000 [=======================>......] - ETA: 4s - loss: 0.1049
49024/60000 [=======================>......] - ETA: 4s - loss: 0.1048
49152/60000 [=======================>......] - ETA: 4s - loss: 0.1048
49280/60000 [=======================>......] - ETA: 4s - loss: 0.1048
49408/60000 [=======================>......] - ETA: 4s - loss: 0.1048
49536/60000 [=======================>......] - ETA: 4s - loss: 0.1048
49664/60000 [=======================>......] - ETA: 4s - loss: 0.1048
49792/60000 [=======================>......] - ETA: 4s - loss: 0.1048
49920/60000 [=======================>......] - ETA: 4s - loss: 0.1048
50048/60000 [========================>.....] - ETA: 4s - loss: 0.1048
50176/60000 [========================>.....] - ETA: 4s - loss: 0.1048
50304/60000 [========================>.....] - ETA: 4s - loss: 0.1048
50432/60000 [========================>.....] - ETA: 4s - loss: 0.1048
50560/60000 [========================>.....] - ETA: 3s - loss: 0.1048
50688/60000 [========================>.....] - ETA: 3s - loss: 0.1048
50816/60000 [========================>.....] - ETA: 3s - loss: 0.1048
50944/60000 [========================>.....] - ETA: 3s - loss: 0.1048
51072/60000 [========================>.....] - ETA: 3s - loss: 0.1048
51200/60000 [========================>.....] - ETA: 3s - loss: 0.1048
51328/60000 [========================>.....] - ETA: 3s - loss: 0.1048
51456/60000 [========================>.....] - ETA: 3s - loss: 0.1048
51584/60000 [========================>.....] - ETA: 3s - loss: 0.1049
51712/60000 [========================>.....] - ETA: 3s - loss: 0.1049
51840/60000 [========================>.....] - ETA: 3s - loss: 0.1049
51968/60000 [========================>.....] - ETA: 3s - loss: 0.1049
52096/60000 [=========================>....] - ETA: 3s - loss: 0.1049
52224/60000 [=========================>....] - ETA: 3s - loss: 0.1049
52352/60000 [=========================>....] - ETA: 3s - loss: 0.1049
52480/60000 [=========================>....] - ETA: 3s - loss: 0.1049
52608/60000 [=========================>....] - ETA: 3s - loss: 0.1049
52736/60000 [=========================>....] - ETA: 3s - loss: 0.1049
52864/60000 [=========================>....] - ETA: 3s - loss: 0.1049
52992/60000 [=========================>....] - ETA: 2s - loss: 0.1049
53120/60000 [=========================>....] - ETA: 2s - loss: 0.1048
53248/60000 [=========================>....] - ETA: 2s - loss: 0.1048
53376/60000 [=========================>....] - ETA: 2s - loss: 0.1048
53504/60000 [=========================>....] - ETA: 2s - loss: 0.1048
53632/60000 [=========================>....] - ETA: 2s - loss: 0.1048
53760/60000 [=========================>....] - ETA: 2s - loss: 0.1048
53888/60000 [=========================>....] - ETA: 2s - loss: 0.1048
54016/60000 [==========================>...] - ETA: 2s - loss: 0.1048
54144/60000 [==========================>...] - ETA: 2s - loss: 0.1048
54272/60000 [==========================>...] - ETA: 2s - loss: 0.1048
54400/60000 [==========================>...] - ETA: 2s - loss: 0.1048
54528/60000 [==========================>...] - ETA: 2s - loss: 0.1048
54656/60000 [==========================>...] - ETA: 2s - loss: 0.1048
54784/60000 [==========================>...] - ETA: 2s - loss: 0.1048
54912/60000 [==========================>...] - ETA: 2s - loss: 0.1048
55040/60000 [==========================>...] - ETA: 2s - loss: 0.1048
55168/60000 [==========================>...] - ETA: 2s - loss: 0.1048
55296/60000 [==========================>...] - ETA: 1s - loss: 0.1048
55424/60000 [==========================>...] - ETA: 1s - loss: 0.1048
55552/60000 [==========================>...] - ETA: 1s - loss: 0.1048
55680/60000 [==========================>...] - ETA: 1s - loss: 0.1048
55808/60000 [==========================>...] - ETA: 1s - loss: 0.1048
55936/60000 [==========================>...] - ETA: 1s - loss: 0.1048
56064/60000 [===========================>..] - ETA: 1s - loss: 0.1048
56192/60000 [===========================>..] - ETA: 1s - loss: 0.1048
56320/60000 [===========================>..] - ETA: 1s - loss: 0.1048
56448/60000 [===========================>..] - ETA: 1s - loss: 0.1048
56576/60000 [===========================>..] - ETA: 1s - loss: 0.1048
56704/60000 [===========================>..] - ETA: 1s - loss: 0.1048
56832/60000 [===========================>..] - ETA: 1s - loss: 0.1048
56960/60000 [===========================>..] - ETA: 1s - loss: 0.1048
57088/60000 [===========================>..] - ETA: 1s - loss: 0.1048
57216/60000 [===========================>..] - ETA: 1s - loss: 0.1048
57344/60000 [===========================>..] - ETA: 1s - loss: 0.1048
57472/60000 [===========================>..] - ETA: 1s - loss: 0.1048
57600/60000 [===========================>..] - ETA: 1s - loss: 0.1048
57728/60000 [===========================>..] - ETA: 0s - loss: 0.1048
57856/60000 [===========================>..] - ETA: 0s - loss: 0.1048
57984/60000 [===========================>..] - ETA: 0s - loss: 0.1048
58112/60000 [============================>.] - ETA: 0s - loss: 0.1047
58240/60000 [============================>.] - ETA: 0s - loss: 0.1047
58368/60000 [============================>.] - ETA: 0s - loss: 0.1047
58496/60000 [============================>.] - ETA: 0s - loss: 0.1047
58624/60000 [============================>.] - ETA: 0s - loss: 0.1047
58752/60000 [============================>.] - ETA: 0s - loss: 0.1047
58880/60000 [============================>.] - ETA: 0s - loss: 0.1047
59008/60000 [============================>.] - ETA: 0s - loss: 0.1047
59136/60000 [============================>.] - ETA: 0s - loss: 0.1047
59264/60000 [============================>.] - ETA: 0s - loss: 0.1047
59392/60000 [============================>.] - ETA: 0s - loss: 0.1047
59520/60000 [============================>.] - ETA: 0s - loss: 0.1047
59648/60000 [============================>.] - ETA: 0s - loss: 0.1047
59776/60000 [============================>.] - ETA: 0s - loss: 0.1047
59904/60000 [============================>.] - ETA: 0s - loss: 0.1047
60000/60000 [==============================] - 26s 440us/step - loss: 0.1047 - val_loss: 0.1039
Epoch 25/50

  128/60000 [..............................] - ETA: 26s - loss: 0.1060
  256/60000 [..............................] - ETA: 25s - loss: 0.1038
  384/60000 [..............................] - ETA: 24s - loss: 0.1024
  512/60000 [..............................] - ETA: 24s - loss: 0.1014
  640/60000 [..............................] - ETA: 24s - loss: 0.1005
  768/60000 [..............................] - ETA: 24s - loss: 0.1009
  896/60000 [..............................] - ETA: 24s - loss: 0.1006
 1024/60000 [..............................] - ETA: 24s - loss: 0.1005
 1152/60000 [..............................] - ETA: 24s - loss: 0.1010
 1280/60000 [..............................] - ETA: 24s - loss: 0.1010
 1408/60000 [..............................] - ETA: 24s - loss: 0.1013
 1536/60000 [..............................] - ETA: 24s - loss: 0.1015
 1664/60000 [..............................] - ETA: 24s - loss: 0.1012
 1792/60000 [..............................] - ETA: 24s - loss: 0.1015
 1920/60000 [..............................] - ETA: 24s - loss: 0.1015
 2048/60000 [>.............................] - ETA: 24s - loss: 0.1015
 2176/60000 [>.............................] - ETA: 24s - loss: 0.1017
 2304/60000 [>.............................] - ETA: 24s - loss: 0.1022
 2432/60000 [>.............................] - ETA: 24s - loss: 0.1022
 2560/60000 [>.............................] - ETA: 24s - loss: 0.1024
 2688/60000 [>.............................] - ETA: 24s - loss: 0.1023
 2816/60000 [>.............................] - ETA: 23s - loss: 0.1023
 2944/60000 [>.............................] - ETA: 23s - loss: 0.1024
 3072/60000 [>.............................] - ETA: 23s - loss: 0.1024
 3200/60000 [>.............................] - ETA: 23s - loss: 0.1024
 3328/60000 [>.............................] - ETA: 23s - loss: 0.1024
 3456/60000 [>.............................] - ETA: 23s - loss: 0.1022
 3584/60000 [>.............................] - ETA: 23s - loss: 0.1021
 3712/60000 [>.............................] - ETA: 23s - loss: 0.1021
 3840/60000 [>.............................] - ETA: 23s - loss: 0.1022
 3968/60000 [>.............................] - ETA: 23s - loss: 0.1022
 4096/60000 [=>............................] - ETA: 23s - loss: 0.1022
 4224/60000 [=>............................] - ETA: 23s - loss: 0.1022
 4352/60000 [=>............................] - ETA: 23s - loss: 0.1023
 4480/60000 [=>............................] - ETA: 23s - loss: 0.1024
 4608/60000 [=>............................] - ETA: 23s - loss: 0.1025
 4736/60000 [=>............................] - ETA: 23s - loss: 0.1028
 4864/60000 [=>............................] - ETA: 23s - loss: 0.1028
 4992/60000 [=>............................] - ETA: 23s - loss: 0.1030
 5120/60000 [=>............................] - ETA: 23s - loss: 0.1031
 5248/60000 [=>............................] - ETA: 22s - loss: 0.1033
 5376/60000 [=>............................] - ETA: 22s - loss: 0.1034
 5504/60000 [=>............................] - ETA: 22s - loss: 0.1034
 5632/60000 [=>............................] - ETA: 22s - loss: 0.1034
 5760/60000 [=>............................] - ETA: 22s - loss: 0.1035
 5888/60000 [=>............................] - ETA: 22s - loss: 0.1036
 6016/60000 [==>...........................] - ETA: 22s - loss: 0.1037
 6144/60000 [==>...........................] - ETA: 22s - loss: 0.1038
 6272/60000 [==>...........................] - ETA: 22s - loss: 0.1038
 6400/60000 [==>...........................] - ETA: 22s - loss: 0.1039
 6528/60000 [==>...........................] - ETA: 22s - loss: 0.1039
 6656/60000 [==>...........................] - ETA: 22s - loss: 0.1039
 6784/60000 [==>...........................] - ETA: 22s - loss: 0.1039
 6912/60000 [==>...........................] - ETA: 22s - loss: 0.1038
 7040/60000 [==>...........................] - ETA: 22s - loss: 0.1038
 7168/60000 [==>...........................] - ETA: 22s - loss: 0.1038
 7296/60000 [==>...........................] - ETA: 22s - loss: 0.1038
 7424/60000 [==>...........................] - ETA: 22s - loss: 0.1038
 7552/60000 [==>...........................] - ETA: 22s - loss: 0.1038
 7680/60000 [==>...........................] - ETA: 21s - loss: 0.1039
 7808/60000 [==>...........................] - ETA: 21s - loss: 0.1039
 7936/60000 [==>...........................] - ETA: 21s - loss: 0.1039
 8064/60000 [===>..........................] - ETA: 21s - loss: 0.1040
